id,text,type,category,is_active,created_at
1003,I am better today than I was yesterday,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1004,I am at home wherever I am,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1005,I am comfortable,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1006,I am a comfortable experience,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1007,I am free of the need to be free,MORNING_IAM,Peace,1,11/24/25 23:03
1008,I am forgiven,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1009,I am in love with how I feel when I forgive,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1010,I am in love with how I feel when I share,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1011,I am in love with how I feel when I do what is right and good for me,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1012,I am in love with how I feel when I do what is right and good for others,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1013,I am in love with how I feel when I stay true to who I am,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1014,I am in love with how I feel when I speak my truth,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1015,I am in love with how I feel when I listen to that voice of the Divine within me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1016,I am in love with how I feel when I feel,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1017,I am enlightened,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1018,I am an I am that is sometimes simple and sometimes complex,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1019,I am on purpose,MORNING_IAM,Purpose,1,11/24/25 23:03
1020,I am my greatest purpose,MORNING_IAM,Purpose,1,11/24/25 23:03
1021,I am the one I have been waiting for,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1022,I am my best friend,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1023,I am alive,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1024,I am life in human form,MORNING_IAM,General,1,11/24/25 23:03
1025,I am good company,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1026,I am someone who serves with love and purpose,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1027,I am a steady presence of love,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1028,"I am the chef of my life, creating nourishment with care and intention",MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1029,I am someone who nourishes others with care and generosity,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1030,"I am at home in my body, grounded with ease in peace and quiet luxury",MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1031,I am an expression of enlightened being,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1032,I am confident in my voice and I use it freely,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1033,I am a spontaneous burst of playful joy,MORNING_IAM,Peace,1,11/24/25 23:03
1034,I am connected to the child within me with care and compassion,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1035,I am a wise and caring guide to myself,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1036,"I am grounded, responsible, and fully present in my life",MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1037,"I am in alignment with a life of peace, beauty, and refinement",MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1038,I am someone who creates and appreciates beauty,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
1039,I am the master of my destiny,MORNING_IAM,Purpose,1,11/24/25 23:03
1040,I am the captain of my fate,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1041,I am in love with the Divine in me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1042,I am a great expression of Divine Substance,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1043,"I am choosing to focus on the good, the beautiful, and the true",MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1044,I am someone who stays true to my heart,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1045,I am gratitude in action,MORNING_IAM,Peace,1,11/24/25 23:03
1046,I am love personified,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1047,I am the heart of my life,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1048,I am the heart of consciousness,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1049,I am somebody,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1050,I am somebody's child,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1051,I am somebody's friend,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1052,I am somebody's partner,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1053,I am somebody's lover,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1054,I am uniquely me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1055,I am a rainbow of love,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1056,I am a rainbow of peace,MORNING_IAM,Peace,1,11/24/25 23:03
1057,I am a rainbow of joy,MORNING_IAM,Peace,1,11/24/25 23:03
1058,I am accomplishing all my goals,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1059,I am free will,MORNING_IAM,Peace,1,11/24/25 23:03
1060,I am infinite,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1061,I am smart,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1062,I am intelligent,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1063,I am inspired,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1064,I am inspiring,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1065,I am anchored in amazing possibilities,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1066,I am one with the Divine Intelligent Substance of the Universe,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1067,I am one with all living beings,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1068,I am the abundance I see around me,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
1069,I am in love with the sound of my voice,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1070,I am so excited to be able to be,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1071,I am a source of good in the lives of others,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1072,I am proud,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1073,I am proud of my accomplishments,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1074,I am proud of the accomplishments of others,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1075,I am detached in a loving way,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1076,I am clever,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1077,I am ok right now as I am,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1078,"I am letting go, with love, of what no longer works for me",MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1079,I am in perfect health,MORNING_IAM,Health & Wholeness,1,11/24/25 23:03
1080,I am committed to my highest good,MORNING_IAM,Purpose,1,11/24/25 23:03
1081,I am a living celebration,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1082,I am a spirit radiating joy from the tips of my toes to the tips of the hairs on my head,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1083,I am receiving answers to my prayers right now,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1084,I am embracing and seeing the good in all things,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1085,I am optimistic,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1086,I am open to miracles,MORNING_IAM,Purpose,1,11/24/25 23:03
1087,I am fully present to this version of now and all it has to offer,MORNING_IAM,Peace,1,11/24/25 23:03
1088,I am nourished and soul-fed by all the beauty around me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1089,I am a magnet for joyful moments and people to share them with,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1090,I am sailing in the Divine flow of the mighty Universal river of fulfilled wishes,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1091,I am the answer to a prayer of love,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
1092,I am a footprint in the sands of life,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1094,"I am cause, my life is effect",MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1095,I am aware of the Divine in all I see,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1096,I am aware of the Divine in the air that I breathe,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1097,I am awake to this moment right now,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1098,I am awareness personified,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1099,I am the I Am presence as me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1100,I am the answer to my mothers prayer,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1101,I am the purpose of my life,MORNING_IAM,Purpose,1,11/24/25 23:03
1102,I am loved because I am,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1103,I am a seed that produces the most divine flowers that unfold into a most divine life,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1104,I am and have always been my father’s child,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1105,"I Am The Cause, The World is the effect",MORNING_IAM,Purpose,1,2/24/26 10:55
1107,I am guided toward what is meant for me,MORNING_IAM,Purpose,1,2/24/26 10:57
1108,I am clear about the direction of my life,MORNING_IAM,Purpose,1,2/24/26 10:57
1109,I am open to the next step on my path,MORNING_IAM,Purpose,1,2/24/26 10:57
1110,"I am called to live a meaningful, fulfilling life",MORNING_IAM,Purpose,1,2/24/26 10:57
1111,I am living a life that reflects my values,MORNING_IAM,Purpose,1,2/24/26 10:57
1112,I am passionate about the work I do,MORNING_IAM,Purpose,1,2/24/26 10:57
1113,I am focused on what truly matters to me,MORNING_IAM,Purpose,1,2/24/26 10:57
1114,I am willing to take inspired action every day,MORNING_IAM,Purpose,1,2/24/26 10:57
1115,I am walking in my purpose with confidence,MORNING_IAM,Purpose,1,2/24/26 10:57
1116,I love how clearly my purpose reveals itself each day,EVENING_ILOVE,Purpose,1,2/24/26 10:57
1117,I love discovering new ways to express my gifts,EVENING_ILOVE,Purpose,1,2/24/26 10:57
1118,I love saying yes to what feels aligned and true,EVENING_ILOVE,Confidence & Inner Strength,1,2/24/26 10:57
1119,I love that my life has deep meaning and direction,EVENING_ILOVE,Purpose,1,2/24/26 10:57
1120,I love feeling guided and supported on my path,EVENING_ILOVE,Purpose,1,2/24/26 10:57
1121,I love how my vision gets stronger as I move forward,EVENING_ILOVE,Purpose,1,2/24/26 10:57
1122,I love the mission that my heart is here to fulfill,EVENING_ILOVE,Purpose,1,2/24/26 10:57
1123,I love the unique contribution I am here to make,EVENING_ILOVE,Purpose,1,2/24/26 10:57
1124,I love trusting the timing of my dreams and goals,EVENING_ILOVE,Purpose,1,2/24/26 10:57
1125,I love becoming the person my purpose is calling me to be,EVENING_ILOVE,Purpose,1,2/24/26 10:57
1126,I am aligned with my highest purpose,MORNING_IAM,Purpose,1,2/24/26 10:57
1127,I am a natural receiver of abundance in all forms,MORNING_IAM,Wealth & Abundance,1,5/3/26 18:10
1128,I am aligned with the steady flow of financial increase,MORNING_IAM,Wealth & Abundance,1,5/3/26 18:10
1129,I am at ease with money and it moves freely to me and through me,MORNING_IAM,Wealth & Abundance,1,5/3/26 18:10
1130,I am a wise and confident steward of the money I receive,MORNING_IAM,Wealth & Abundance,1,5/3/26 18:10
1131,I am someone who makes decisions that grow my wealth daily,MORNING_IAM,Wealth & Abundance,1,5/3/26 18:10
1132,"I am disciplined, focused, and consistent",MORNING_IAM,Wealth & Abundance,1,5/3/26 18:10
1133,I am open to new and expanding sources of income,MORNING_IAM,Wealth & Abundance,1,5/3/26 18:10
1134,I am always recognizing and acting on opportunities for growth,MORNING_IAM,Wealth & Abundance,1,5/3/26 18:10
1135,I am supported by a constant and reliable flow of provision,MORNING_IAM,Wealth & Abundance,1,5/3/26 18:10
1136,I am living in the divine overflow of more than enough,MORNING_IAM,Wealth & Abundance,1,5/3/26 18:10
1137,I am confident in who I am,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1138,I am grounded and steady in myself,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1139,"I am strong in mind, body, and spirit",MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1140,I am secure in my worth,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1141,I am comfortable being myself in all situations,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1142,I am someone who trusts my decisions,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1143,I am someone who follows through on what I start,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1144,I am someone who acts with clarity and purpose,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1145,I am someone who stands by my word,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1146,I am someone who shows up fully for my life,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1147,I am calm and centered under pressure,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1148,I am in control of my thoughts and responses,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1149,I am emotionally steady and self-directed,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1150,I am at ease in the face of uncertainty,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1151,I am patient and composed in all situations,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1152,I am resilient and I rise from every challenge,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1153,I am stronger than any obstacle before me,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1154,I am able to adapt and grow through anything,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1155,"I am learning, growing, and improving every day",MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1156,I am committed to becoming my best self,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1157,I am clear in my voice and I express myself freely,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1158,I am honest and direct in my communication,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1159,I am unafraid to speak my truth,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1160,I am respected because I respect myself,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1161,I am setting and maintaining healthy boundaries,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1162,I am disciplined and consistent in my actions,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1163,I am focused on what matters most,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1164,I am taking action even when it feels uncomfortable,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1165,I am building confidence through what I do daily,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1166,I am becoming stronger with every step I take,MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1167,"I am enough exactly as I am, and I continue to grow",MORNING_IAM,Confidence & Inner Strength,1,5/3/26 18:16
1168,"I am healthy in mind, body, and spirit",MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1169,I am whole and complete as I am,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1170,I am connected to the wisdom of my body,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1171,I am aligned with habits that support my well-being,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1172,"I am grounded, balanced, and at ease",MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1173,I am someone who takes care of my body daily,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1174,I am someone who listens to what my body needs,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1175,I am someone who nourishes myself with intention,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1176,I am someone who prioritizes my health,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1177,I am someone who rests when I need to,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1178,I am energized and alive in my body,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1179,I am breathing deeply and fully,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1180,I am relaxed and at ease in my body,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1181,I am releasing tension and stress with ease,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1182,I am present and aware in this moment,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1183,I am healing more and more every day,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1184,I am supporting my body’s natural ability to heal,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1185,I am restoring balance in all areas of my life,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1186,I am patient with my process of growth and healing,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1187,I am allowing my body to recover and renew,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1188,I am disciplined in caring for my physical health,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1189,I am choosing foods and habits that support my well-being,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1190,I am moving my body in ways that feel good and strong,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1191,"I am building strength, flexibility, and endurance",MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1192,I am consistent in the actions that support my health,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1193,"I am calm, centered, and in control of my energy",MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1194,I am protecting my peace and well-being,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1195,I am letting go of what no longer serves my health,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1196,I am creating a life that supports my vitality,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1197,I am living in a state of balance and well-being,MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1198,"I am whole, well, and continually renewing",MORNING_IAM,Health & Wholeness,1,5/3/26 18:20
1199,I am worthy of love and respect,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1200,I am enough exactly as I am,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1201,I am deserving of good things in my life,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1202,I am valuable and I recognize my value,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1203,I am at peace with who I am becoming,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1204,I am someone who treats myself with care and respect,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1205,I am someone who speaks to myself with kindness,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1206,I am someone who honors my needs and boundaries,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1207,I am someone who shows up for myself consistently,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1208,I am someone who forgives myself and moves forward,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1209,I am releasing self-judgment and criticism,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1210,I am letting go of the need to be perfect,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1211,I am accepting myself fully and honestly,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1212,I am allowing myself to grow at my own pace,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1213,I am patient and compassionate with myself,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1214,I am proud of who I am and how far I’ve come,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1215,I am recognizing my progress every day,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1216,I am building a strong and loving relationship with myself,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1217,I am trusting myself more each day,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1218,I am choosing to see the good in myself,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1219,I am setting standards that reflect my worth,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1220,I am saying yes to what supports me,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1221,I am saying no to what does not serve me,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1222,I am surrounding myself with people who respect me,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1223,I am protecting my energy and my peace,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1224,I am open to receiving love from myself and others,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1225,I am allowing myself to be seen and appreciated,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1226,I am comfortable being who I am,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1227,I am worthy without needing to prove anything,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1228,I am choosing myself in every moment,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
1229,I am deeply rooted in my own worth,MORNING_IAM,Self-Love & Worthiness,1,5/3/26 18:24
