"id","type","text"
"16","EVENING_ILOVE","I love being open and receptive to my Divine Good"
"17","EVENING_ILOVE","I love the peace that surrounds and fills me"
"18","EVENING_ILOVE","I love feeling happy"
"19","EVENING_ILOVE","I love showing up with confidence"
"20","EVENING_ILOVE","I love being generous"
"21","EVENING_ILOVE","I love being a clean bundle of divine genetic material in motion"
"22","EVENING_ILOVE","I love being a burst of sunshine in others’ lives"
"23","EVENING_ILOVE","I love being a good parent"
"24","EVENING_ILOVE","I love being a good friend"
"25","EVENING_ILOVE","I love being a good neighbor"
"26","EVENING_ILOVE","I love feeling at home wherever I am"
"27","EVENING_ILOVE","I love being a positive contribution to the well-being of this planet"
"28","EVENING_ILOVE","I love supporting the well-being of my family"
"29","EVENING_ILOVE","I love contributing to the well-being of my community"
"30","EVENING_ILOVE","I love living as an abundant being"
"31","EVENING_ILOVE","I love my own beauty"
"32","EVENING_ILOVE","I love being warm and friendly"
"33","EVENING_ILOVE","I love my playful nature"
"34","EVENING_ILOVE","I love my creativity"
"35","EVENING_ILOVE","I love expressing myself artistically"
"36","EVENING_ILOVE","I love being thoughtful"
"37","EVENING_ILOVE","I love caring for others"
"38","EVENING_ILOVE","I love my kindness"
"39","EVENING_ILOVE","I love that I am that I am"
"40","EVENING_ILOVE","I love being humble"
"41","EVENING_ILOVE","I love feeling at home in quiet spaces"
"42","EVENING_ILOVE","I love being a joyful noise"
"43","EVENING_ILOVE","I love being well fed"
"44","EVENING_ILOVE","I love being clothed in the richness of Divine Substance"
"45","EVENING_ILOVE","I love being well cared for"
"46","EVENING_ILOVE","I love feeling safe"
"47","EVENING_ILOVE","I love being protected"
"48","EVENING_ILOVE","I love being a child of a generous creator"
"49","EVENING_ILOVE","I love becoming the change I have been waiting for"
"50","EVENING_ILOVE","I love being the love I have been looking for"
"51","EVENING_ILOVE","I love being an affirmation of life"
"52","EVENING_ILOVE","I love feeling powerful"
"53","EVENING_ILOVE","I love being the word made manifest"
"54","EVENING_ILOVE","I love knowing that I am that I am and that I am is amazing"
"55","EVENING_ILOVE","I love being in a fun-loving frame of mind"
"56","EVENING_ILOVE","I love being in love with You and the world"
"57","EVENING_ILOVE","I love being trustworthy"
"58","EVENING_ILOVE","I love always being on time"
"59","EVENING_ILOVE","I love being in the right place at the right time"
"60","EVENING_ILOVE","I love always being where I am supposed to be"
"61","EVENING_ILOVE","I love being creatively carefree and loving all that unfolds from this state of being"
"62","EVENING_ILOVE","I love living in a wonderful house"
"63","EVENING_ILOVE","I love living in a wonderful neighborhood"
"64","EVENING_ILOVE","I love being loving"
"65","EVENING_ILOVE","I love blessing others every day in every way through what I do and what I say"
"66","EVENING_ILOVE","I love always saying yes to my good"
"67","EVENING_ILOVE","I love being a force for good"
"68","EVENING_ILOVE","I love feeling full of youthful energy"
"69","EVENING_ILOVE","I love getting better and better every day in every way"
"70","EVENING_ILOVE","I love the air that I breathe"
"71","EVENING_ILOVE","I love the good food I eat"
"72","EVENING_ILOVE","I love the water I drink"
"73","EVENING_ILOVE","I love feeling calm"
"74","EVENING_ILOVE","I love being mindful"
"75","EVENING_ILOVE","I love being energetic"
"76","EVENING_ILOVE","I love being a money magnet"
"77","EVENING_ILOVE","I love being a love magnet"
"78","EVENING_ILOVE","I love being a joy magnet"
"79","EVENING_ILOVE","I love being a peace magnet"
"80","EVENING_ILOVE","I love being a sacred space"
"81","EVENING_ILOVE","I love being an experience of peace"
"82","EVENING_ILOVE","I love being an experience of joy"
"83","EVENING_ILOVE","I love being an experience of love"
"84","EVENING_ILOVE","I love intimacy"
"85","EVENING_ILOVE","I love being open and sharing"
"86","EVENING_ILOVE","I love being a channel of the Divine"
"87","EVENING_ILOVE","I love being funny"
"88","EVENING_ILOVE","I love having a sense of humor"
"89","EVENING_ILOVE","I love always meeting great and wonderful people"
"90","EVENING_ILOVE","I love always seeing the good in others"
"91","EVENING_ILOVE","I love being able to let go of what no longer serves me with love and respect"
"92","EVENING_ILOVE","I love being free"
"93","EVENING_ILOVE","I love being financially free"
"94","EVENING_ILOVE","I love being emotionally free of the past"
"95","EVENING_ILOVE","I love being the Divine Word in a form that fits in the world"
"96","EVENING_ILOVE","I love always sharing with joy and gratitude"
"97","EVENING_ILOVE","I love the feeling that comes with being of service"
"98","EVENING_ILOVE","I love and allow others to be of service to me"
"99","EVENING_ILOVE","I love being a healer"
"100","EVENING_ILOVE","I love being aware"
"101","EVENING_ILOVE","I love being aware of the power of good that flows through me"
"102","EVENING_ILOVE","I love being aware of the power of good that flows through others"
"103","EVENING_ILOVE","I love being aware of the Divine all around me"
"104","EVENING_ILOVE","I love always getting enough sleep"
"105","EVENING_ILOVE","I love being well rested"
"106","EVENING_ILOVE","I love feeling whole"
"107","EVENING_ILOVE","I love being complete"
"108","EVENING_ILOVE","I love being one with everything and everyone"
"109","EVENING_ILOVE","I love being open"
"110","EVENING_ILOVE","I love always having good positive experiences"
"111","EVENING_ILOVE","I love being positive"
"112","EVENING_ILOVE","I love choosing to be happy"
"113","EVENING_ILOVE","I love choosing to be wealthy"
"114","EVENING_ILOVE","I love choosing to be right here right now"
"115","EVENING_ILOVE","I love intentionally embracing my space in the here and the now"
"116","EVENING_ILOVE","I love being free of the past"
"117","EVENING_ILOVE","I love planting seeds of wealth now"
"118","EVENING_ILOVE","I love planting seeds of joy now"
"119","EVENING_ILOVE","I love planting seeds of prosperity now"
"120","EVENING_ILOVE","I love being a Divine seed"
"121","EVENING_ILOVE","I love living in the fruit of prosperity"
"122","EVENING_ILOVE","I love being a Divine receptacle"
"123","EVENING_ILOVE","I love being honest"
"124","EVENING_ILOVE","I love feeling worthy"
"125","EVENING_ILOVE","I love deserving all the good the universe has for me"
"126","EVENING_ILOVE","I love being a star"
"127","EVENING_ILOVE","I love being merciful"
"128","EVENING_ILOVE","I love being beneficent"
"129","EVENING_ILOVE","I love being on an amazing journey"
"130","EVENING_ILOVE","I love growing spiritually every day in every way"
"131","EVENING_ILOVE","I love being spirit"
"132","EVENING_ILOVE","I love being a good and worthy choice"
"133","EVENING_ILOVE","I love my quiet time"
"134","EVENING_ILOVE","I love the time I spend with friends and family"
"135","EVENING_ILOVE","I love diversity"
"136","EVENING_ILOVE","I love being a diverse spiritual being"
"137","EVENING_ILOVE","I love knowing I am enough"
"138","EVENING_ILOVE","I love knowing I am more than enough"
"139","EVENING_ILOVE","I love being the cup that runneth over"
"140","EVENING_ILOVE","I love money and all the good and fun things I can do with it"
"141","EVENING_ILOVE","I love the world"
"142","EVENING_ILOVE","I love justice"
"143","EVENING_ILOVE","I love truth"
"144","EVENING_ILOVE","I love being the hero of my story"
"145","EVENING_ILOVE","I love being the consciousness of my life"
"146","EVENING_ILOVE","I love being the center of my world"
"147","EVENING_ILOVE","I love being the center of the universe"
"148","EVENING_ILOVE","I love knowing I am made of the substance of the stars"
"149","EVENING_ILOVE","I love change and welcome it with joy"
"150","EVENING_ILOVE","I love plants and flowers and grass and summer breezes"
"151","EVENING_ILOVE","I love snow and cold crisp winter air"
"152","EVENING_ILOVE","I love the heat and bright sunshine of summer"
"153","EVENING_ILOVE","I love the universe"
"154","EVENING_ILOVE","I love the Divine as it is expressed in the world around me"
"155","EVENING_ILOVE","I love being perfect as I am"
"156","EVENING_ILOVE","I love my face"
"157","EVENING_ILOVE","I love my eyes"
"158","EVENING_ILOVE","I love my stomach"
"159","EVENING_ILOVE","I love my periods"
"160","EVENING_ILOVE","I love my toes"
"161","EVENING_ILOVE","I love every breath I take"
"162","EVENING_ILOVE","I love my fingers"
"163","EVENING_ILOVE","I love my hair"
"164","EVENING_ILOVE","I love my head"
"165","EVENING_ILOVE","I love my ears"
"166","EVENING_ILOVE","I love my teeth"
"167","EVENING_ILOVE","I love being forever"
"168","EVENING_ILOVE","I love being eternal"
"169","EVENING_ILOVE","I love being a Divine song"
"170","EVENING_ILOVE","I love being a Divine story of peace"
"171","EVENING_ILOVE","I love possibility"
"172","EVENING_ILOVE","I love choosing wisely"
"173","EVENING_ILOVE","I love being a miracle today"
"174","EVENING_ILOVE","I love always choosing the best for myself and others"
"175","EVENING_ILOVE","I love being a beautiful dance of consciousness"
"176","EVENING_ILOVE","I love being visible"
"177","EVENING_ILOVE","I love being responsible"
"178","EVENING_ILOVE","I love being a helping hand"
"179","EVENING_ILOVE","I love being a gift"
"180","EVENING_ILOVE","I love sharing my gifts with others"
"181","EVENING_ILOVE","I love receiving gifts from others"
"182","EVENING_ILOVE","I love imagining a world that works for everybody"
"183","EVENING_ILOVE","I love belief"
"184","EVENING_ILOVE","I love faith"
"185","EVENING_ILOVE","I love strength"
"186","EVENING_ILOVE","I love vulnerability"
"187","EVENING_ILOVE","I love all the time I have to do all the things I love"
"188","EVENING_ILOVE","I love being able to do all the things I love"
"189","EVENING_ILOVE","I love my life"
"190","EVENING_ILOVE","I love the food in my refrigerator"
"191","EVENING_ILOVE","I love the fire in my stove"
"192","EVENING_ILOVE","I love the ground I walk on"
"193","EVENING_ILOVE","I love making and experiencing art"
"194","EVENING_ILOVE","I love music"
"195","EVENING_ILOVE","I love the music of the world"
"196","EVENING_ILOVE","I love the fish in the sea"
"197","EVENING_ILOVE","I love the animals that walk this earth with me"
"198","EVENING_ILOVE","I love the birds in the air"
"199","EVENING_ILOVE","I love the thoughts I think"
"200","EVENING_ILOVE","I love letting go of the past"
"201","EVENING_ILOVE","I love letting go of all I thought I knew that no longer serves me"
"202","EVENING_ILOVE","I love being open to Divine knowledge"
"203","EVENING_ILOVE","I love being open to Divine understanding"
"204","EVENING_ILOVE","I love being the will of the Divine"
"205","EVENING_ILOVE","I love waking up happier and happier every day in every way"
"206","EVENING_ILOVE","I love being in a wealthy state of mind"
"207","EVENING_ILOVE","I love being in a grateful state of mind"
"208","EVENING_ILOVE","I love pleasure"
"209","EVENING_ILOVE","I love being in a peaceful state of mind"
"210","EVENING_ILOVE","I love being relaxed"
"211","EVENING_ILOVE","I love being a Divine story of love"
"212","EVENING_ILOVE","I love being a Divine story of prosperity"
"213","EVENING_ILOVE","I love being a pleasurable experience"
"214","EVENING_ILOVE","I love being the soul of my life"
"215","EVENING_ILOVE","I love being a prayer"
"216","EVENING_ILOVE","I love praying now"
"217","EVENING_ILOVE","I love being a voice for good"
"218","EVENING_ILOVE","I love being the voice of love in my life"
"219","EVENING_ILOVE","I love being the voice of peace in my life"
"220","EVENING_ILOVE","I love being the voice of possibility in my life"
"221","EVENING_ILOVE","I love being the voice of compassion in my life"
"222","EVENING_ILOVE","I love being the voice of reason in my life"
"223","EVENING_ILOVE","I love being the voice of joy in my life"
"224","EVENING_ILOVE","I love being a beautiful singer"
"225","EVENING_ILOVE","I love being the embodiment of praise"
"226","EVENING_ILOVE","I love praising now"
"227","EVENING_ILOVE","I love being the best me"
"228","EVENING_ILOVE","I love my alone time"
"229","EVENING_ILOVE","I love my meditation practice"
"230","EVENING_ILOVE","I love love"
"231","EVENING_ILOVE","I love joy"
"232","EVENING_ILOVE","I love positive vibrations"
"233","EVENING_ILOVE","I love being a positive vibration"
"234","EVENING_ILOVE","I love being respectful and full of respect"
"235","EVENING_ILOVE","I love being a good speaker"
"236","EVENING_ILOVE","I love my sexuality"
"237","EVENING_ILOVE","I love the sexuality of others"
"238","EVENING_ILOVE","I love all the ways the Divine expresses in the world"
"239","EVENING_ILOVE","I love the stars in a night sky"
"240","EVENING_ILOVE","I love the feel of the sun on my skin"
"241","EVENING_ILOVE","I love my skin"
"242","EVENING_ILOVE","I love my chest"
"243","EVENING_ILOVE","I love compliments"
"244","EVENING_ILOVE","I love complimenting others"
"245","EVENING_ILOVE","I love saying yes to money"
"246","EVENING_ILOVE","I love saying yes to new things"
"247","EVENING_ILOVE","I love attracting what is right for me"
"248","EVENING_ILOVE","I love attracting what is good for me"
"249","EVENING_ILOVE","I love attracting what is safe for me"
"250","EVENING_ILOVE","I love being a safe space"
"251","EVENING_ILOVE","I love being a peaceful space"
"252","EVENING_ILOVE","I love being a channel of Divine generosity"
"253","EVENING_ILOVE","I love being a channel of Divine I Am"
"254","EVENING_ILOVE","I love being a channel of Divine music"
"255","EVENING_ILOVE","I love being a channel of Divine creativity"
"256","EVENING_ILOVE","I love being a channel of Divine love"
"257","EVENING_ILOVE","I love being the light of my life"
"258","EVENING_ILOVE","I love being a child of a loving God"
"259","EVENING_ILOVE","I love bliss"
"260","EVENING_ILOVE","I love being enlightenment given form"
"261","EVENING_ILOVE","I love being a peaceful journey through time"
"262","EVENING_ILOVE","I love being big enough"
"263","EVENING_ILOVE","I love being strong enough"
"264","EVENING_ILOVE","I love being tough enough"
"265","EVENING_ILOVE","I love being better today than I was yesterday"
"266","EVENING_ILOVE","I love feeling at home wherever I am"
"267","EVENING_ILOVE","I love being comfortable"
"268","EVENING_ILOVE","I love being a comfortable experience"
"269","EVENING_ILOVE","I love being free of the need to be free"
"270","EVENING_ILOVE","I love being forgiven"
"271","EVENING_ILOVE","I love how I feel when I forgive"
"272","EVENING_ILOVE","I love how I feel when I share"
"273","EVENING_ILOVE","I love how I feel when I do what is right and good for me"
"274","EVENING_ILOVE","I love how I feel when I do what is right and good for others"
"275","EVENING_ILOVE","I love how I feel when I stay true to who I am"
"276","EVENING_ILOVE","I love how I feel when I speak my truth"
"277","EVENING_ILOVE","I love how I feel when I listen to the voice of the Divine within me"
"278","EVENING_ILOVE","I love how I feel when I feel"
"279","EVENING_ILOVE","I love being enlightened"
"280","EVENING_ILOVE","I love being sometimes simple and sometimes complex"
"281","EVENING_ILOVE","I love being on purpose"
"282","EVENING_ILOVE","I love being my greatest purpose"
"283","EVENING_ILOVE","I love being the one I have been waiting for"
"284","EVENING_ILOVE","I love being my best friend"
"285","EVENING_ILOVE","I love being alive"
"286","EVENING_ILOVE","I love life in all its forms"
"287","EVENING_ILOVE","I love being good company"
"288","EVENING_ILOVE","I love how I feel when I say no"
"289","EVENING_ILOVE","I love being in love all the time"
"290","EVENING_ILOVE","I love how I feel when I cook myself a nice dinner"
"291","EVENING_ILOVE","I love how I feel when I cook dinner for someone else"
"292","EVENING_ILOVE","I love how prosperous I feel in my skin right now"
"293","EVENING_ILOVE","I love being an expression of enlightenment"
"294","EVENING_ILOVE","I love my voice"
"295","EVENING_ILOVE","I love being a spontaneous burst of playful joy"
"296","EVENING_ILOVE","I love the child within me"
"297","EVENING_ILOVE","I love the parent in me"
"298","EVENING_ILOVE","I love the adult in me"
"299","EVENING_ILOVE","I love luxury"
"300","EVENING_ILOVE","I love beautiful things"
"301","EVENING_ILOVE","I love being the master of my destiny"
"302","EVENING_ILOVE","I love being the captain of my fate"
"303","EVENING_ILOVE","I love the Divine in me"
"304","EVENING_ILOVE","I love being an expression of Divine Substance in big and small ways"
"305","EVENING_ILOVE","I love focusing on the good, the beautiful, and the true"
"306","EVENING_ILOVE","I love my heart"
"307","EVENING_ILOVE","I love putting gratitude into action"
"308","EVENING_ILOVE","I love being love personified"
"309","EVENING_ILOVE","I love being the heart of my life"
"310","EVENING_ILOVE","I love being the heart of consciousness"
"311","EVENING_ILOVE","I love being somebody"
"312","EVENING_ILOVE","I love being somebody’s child"
"313","EVENING_ILOVE","I love being somebody’s friend"
"314","EVENING_ILOVE","I love being somebody’s partner"
"315","EVENING_ILOVE","I love being somebody’s lover"
"316","EVENING_ILOVE","I love being uniquely me"
"317","EVENING_ILOVE","I love being a rainbow of love"
"318","EVENING_ILOVE","I love being a rainbow of peace"
"319","EVENING_ILOVE","I love being a rainbow of joy"
"320","EVENING_ILOVE","I love accomplishing my goals"
"321","EVENING_ILOVE","I love free will"
"322","EVENING_ILOVE","I love being infinite"
"323","EVENING_ILOVE","I love being smart"
"324","EVENING_ILOVE","I love being intelligent"
"325","EVENING_ILOVE","I love being inspired"
"326","EVENING_ILOVE","I love being inspiring"
"327","EVENING_ILOVE","I love being anchored in amazing possibilities"
"328","EVENING_ILOVE","I love being one with the Divine Intelligent Substance of the Universe"
"329","EVENING_ILOVE","I love being one with all living beings"
"330","EVENING_ILOVE","I love being the abundance I see around me"
"331","EVENING_ILOVE","I love the sound of my voice"
"332","EVENING_ILOVE","I love being so excited to be able to be"
"333","EVENING_ILOVE","I love being a source of good in the lives of others"
"334","EVENING_ILOVE","I love being proud"
"335","EVENING_ILOVE","I love being proud of my accomplishments"
"336","EVENING_ILOVE","I love being proud of the accomplishments of others"
"337","EVENING_ILOVE","I love being detached in a loving way"
"338","EVENING_ILOVE","I love being clever"
"339","EVENING_ILOVE","I love being ok right now as I am"
"340","EVENING_ILOVE","I love letting go, with love, of what no longer works for me"
"341","EVENING_ILOVE","I love being in perfect health"
"342","EVENING_ILOVE","I love being committed to my highest good"
"343","EVENING_ILOVE","I love being a living celebration"
"344","EVENING_ILOVE","I love being a spirit radiating joy from the tips of my toes to the tips of the hair on my head"
"345","EVENING_ILOVE","I love receiving answers to my prayers right now"
"346","EVENING_ILOVE","I love embracing and seeing the good in all things"
"347","EVENING_ILOVE","I love being optimistic"
"348","EVENING_ILOVE","I love being open to miracles"
"349","EVENING_ILOVE","I love being fully present to this version of now and all it has to offer"
"350","EVENING_ILOVE","I love being nourished and soul-fed by all the beauty around me"
"351","EVENING_ILOVE","I love being a magnet for joyful moments"
"352","EVENING_ILOVE","I love sailing in the Divine flow of the mighty Universal river of fulfilled wishes"
"353","EVENING_ILOVE","I love being the answer to a prayer of love"
"354","EVENING_ILOVE","I love living a rich and luxurious life"
"355","EVENING_ILOVE","I love being gratitude in action"
"356","EVENING_ILOVE","I love being cause and knowing my life is effect"
"357","EVENING_ILOVE","I love being aware of the Divine in all I see"
"358","EVENING_ILOVE","I love being aware of the Divine in the air that I breathe"
"359","EVENING_ILOVE","I love being aware in this moment right now"
"360","EVENING_ILOVE","I love being awareness personified"
"361","EVENING_ILOVE","I love being the I Am presence as me"
"362","EVENING_ILOVE","I love being the answer to someone's prayer"
"363","EVENING_ILOVE","I love being the purpose of my life"
"364","EVENING_ILOVE","I love being loved because I am"
"365","EVENING_ILOVE","I love being a seed that produces a most divine flower that unfolds as a most divine life"
"366","EVENING_ILOVE","I love how everything is always working out for me"
"367","EVENING_ILOVE","I love being loved every day in so many ways"
"368","EVENING_ILOVE","I love the gift of life I am blessed with"
"369","EVENING_ILOVE","I love feeling blessed"
"370","EVENING_ILOVE","I love how my love translates into joyful living"
"371","EVENING_ILOVE","I love being a fun and joyful being"
"372","EVENING_ILOVE","I love knowing I’m a loved child of the universe"
"373","EVENING_ILOVE","I love being a blessing to others"
"374","EVENING_ILOVE","I love living a prosperous life"
"375","EVENING_ILOVE","I love being rich now"
"376","EVENING_ILOVE","I love embodying health now"
"377","EVENING_ILOVE","I love being wealthy"
"378","EVENING_ILOVE","I love the ancestral wisdom flowing through me"
"379","EVENING_ILOVE","I love being open and friendly"
"380","EVENING_ILOVE","I love embodying compassion"
"381","EVENING_ILOVE","I love being open and receptive to my Divine Good"
"382","EVENING_ILOVE","I love the peace that surrounds and fills me"
"383","EVENING_ILOVE","I love feeling happy"
"384","EVENING_ILOVE","I love showing up with confidence"
"385","EVENING_ILOVE","I love being generous"
"386","EVENING_ILOVE","I love being a clean bundle of divine genetic material in motion"
"387","EVENING_ILOVE","I love being a burst of sunshine in others’ lives"
"388","EVENING_ILOVE","I love being a good parent"
"389","EVENING_ILOVE","I love being a good friend"
"390","EVENING_ILOVE","I love being a good neighbor"
"391","EVENING_ILOVE","I love feeling at home wherever I am"
"392","EVENING_ILOVE","I love being a positive contribution to the well-being of this planet"
"393","EVENING_ILOVE","I love supporting the well-being of my family"
"394","EVENING_ILOVE","I love contributing to the well-being of my community"
"395","EVENING_ILOVE","I love living as an abundant being"
"396","EVENING_ILOVE","I love my own beauty"
"397","EVENING_ILOVE","I love being warm and friendly"
"398","EVENING_ILOVE","I love my playful nature"
"399","EVENING_ILOVE","I love my creativity"
"400","EVENING_ILOVE","I love expressing myself artistically"
"401","EVENING_ILOVE","I love being thoughtful"
"402","EVENING_ILOVE","I love caring for others"
"403","EVENING_ILOVE","I love my kindness"
"404","EVENING_ILOVE","I love that I am that I am"
"405","EVENING_ILOVE","I love being humble"
"406","EVENING_ILOVE","I love feeling at home in quiet spaces"
"407","EVENING_ILOVE","I love being a joyful noise"
"408","EVENING_ILOVE","I love being well fed"
"409","EVENING_ILOVE","I love being clothed in the richness of Divine Substance"
"410","EVENING_ILOVE","I love being well cared for"
"411","EVENING_ILOVE","I love feeling safe"
"412","EVENING_ILOVE","I love being protected"
"413","EVENING_ILOVE","I love being a child of a generous creator"
"414","EVENING_ILOVE","I love becoming the change I have been waiting for"
"415","EVENING_ILOVE","I love being the love I have been looking for"
"416","EVENING_ILOVE","I love being an affirmation of life"
"417","EVENING_ILOVE","I love feeling powerful"
"418","EVENING_ILOVE","I love being the word made manifest"
"419","EVENING_ILOVE","I love knowing that I am that I am and that I am is amazing"
"420","EVENING_ILOVE","I love being in a fun-loving frame of mind"
"421","EVENING_ILOVE","I love being in love with You and the world"
"422","EVENING_ILOVE","I love being trustworthy"
"423","EVENING_ILOVE","I love always being on time"
"424","EVENING_ILOVE","I love being in the right place at the right time"
"425","EVENING_ILOVE","I love always being where I am supposed to be"
"426","EVENING_ILOVE","I love being creatively carefree and loving all that unfolds from this state of being"
"427","EVENING_ILOVE","I love living in a wonderful house"
"428","EVENING_ILOVE","I love living in a wonderful neighborhood"
"429","EVENING_ILOVE","I love being loving"
"430","EVENING_ILOVE","I love blessing others every day in every way through what I do and what I say"
"431","EVENING_ILOVE","I love always saying yes to my good"
"432","EVENING_ILOVE","I love being a force for good"
"433","EVENING_ILOVE","I love feeling full of youthful energy"
"434","EVENING_ILOVE","I love getting better and better every day in every way"
"435","EVENING_ILOVE","I love the air that I breathe"
"436","EVENING_ILOVE","I love the good food I eat"
"437","EVENING_ILOVE","I love the water I drink"
"438","EVENING_ILOVE","I love feeling calm"
"439","EVENING_ILOVE","I love being mindful"
"440","EVENING_ILOVE","I love being energetic"
"441","EVENING_ILOVE","I love being a money magnet"
"442","EVENING_ILOVE","I love being a love magnet"
"443","EVENING_ILOVE","I love being a joy magnet"
"444","EVENING_ILOVE","I love being a peace magnet"
"445","EVENING_ILOVE","I love being a sacred space"
"446","EVENING_ILOVE","I love being an experience of peace"
"447","EVENING_ILOVE","I love being an experience of joy"
"448","EVENING_ILOVE","I love being an experience of love"
"449","EVENING_ILOVE","I love intimacy"
"450","EVENING_ILOVE","I love being open and sharing"
"451","EVENING_ILOVE","I love being a channel of the Divine"
"452","EVENING_ILOVE","I love being funny"
"453","EVENING_ILOVE","I love having a sense of humor"
"454","EVENING_ILOVE","I love always meeting great and wonderful people"
"455","EVENING_ILOVE","I love always seeing the good in others"
"456","EVENING_ILOVE","I love being able to let go of what no longer serves me with love and respect"
"457","EVENING_ILOVE","I love being free"
"458","EVENING_ILOVE","I love being financially free"
"459","EVENING_ILOVE","I love being emotionally free of the past"
"460","EVENING_ILOVE","I love being the Divine Word in a form that fits in the world"
"461","EVENING_ILOVE","I love always sharing with joy and gratitude"
"462","EVENING_ILOVE","I love the feeling that comes with being of service"
"463","EVENING_ILOVE","I love and allow others to be of service to me"
"464","EVENING_ILOVE","I love being a healer"
"465","EVENING_ILOVE","I love being aware"
"466","EVENING_ILOVE","I love being aware of the power of good that flows through me"
"467","EVENING_ILOVE","I love being aware of the power of good that flows through others"
"468","EVENING_ILOVE","I love being aware of the Divine all around me"
"469","EVENING_ILOVE","I love always getting enough sleep"
"470","EVENING_ILOVE","I love being well rested"
"471","EVENING_ILOVE","I love feeling whole"
"472","EVENING_ILOVE","I love being complete"
"473","EVENING_ILOVE","I love being one with everything and everyone"
"474","EVENING_ILOVE","I love being open"
"475","EVENING_ILOVE","I love always having good positive experiences"
"476","EVENING_ILOVE","I love being positive"
"477","EVENING_ILOVE","I love choosing to be happy"
"478","EVENING_ILOVE","I love choosing to be wealthy"
"479","EVENING_ILOVE","I love choosing to be right here right now"
"480","EVENING_ILOVE","I love intentionally embracing my space in the here and the now"
"481","EVENING_ILOVE","I love being free of the past"
"482","EVENING_ILOVE","I love planting seeds of wealth now"
"483","EVENING_ILOVE","I love planting seeds of joy now"
"484","EVENING_ILOVE","I love planting seeds of prosperity now"
"485","EVENING_ILOVE","I love being a Divine seed"
"486","EVENING_ILOVE","I love living in the fruit of prosperity"
"487","EVENING_ILOVE","I love being a Divine receptacle"
"488","EVENING_ILOVE","I love being honest"
"489","EVENING_ILOVE","I love feeling worthy"
"490","EVENING_ILOVE","I love deserving all the good the universe has for me"
"491","EVENING_ILOVE","I love being a star"
"492","EVENING_ILOVE","I love being merciful"
"493","EVENING_ILOVE","I love being beneficent"
"494","EVENING_ILOVE","I love being on an amazing journey"
"495","EVENING_ILOVE","I love growing spiritually every day in every way"
"496","EVENING_ILOVE","I love being spirit"
"497","EVENING_ILOVE","I love being a good and worthy choice"
"498","EVENING_ILOVE","I love my quiet time"
"499","EVENING_ILOVE","I love the time I spend with friends and family"
"500","EVENING_ILOVE","I love diversity"
"501","EVENING_ILOVE","I love being a diverse spiritual being"
"502","EVENING_ILOVE","I love knowing I am enough"
"503","EVENING_ILOVE","I love knowing I am more than enough"
"504","EVENING_ILOVE","I love being the cup that runneth over"
"505","EVENING_ILOVE","I love money and all the good and fun things I can do with it"
"506","EVENING_ILOVE","I love the world"
"507","EVENING_ILOVE","I love justice"
"508","EVENING_ILOVE","I love truth"
"509","EVENING_ILOVE","I love being the hero of my story"
"510","EVENING_ILOVE","I love being the consciousness of my life"
"511","EVENING_ILOVE","I love being the center of my world"
"512","EVENING_ILOVE","I love being the center of the universe"
"513","EVENING_ILOVE","I love knowing I am made of the substance of the stars"
"514","EVENING_ILOVE","I love change and welcome it with joy"
"515","EVENING_ILOVE","I love plants and flowers and grass and summer breezes"
"516","EVENING_ILOVE","I love snow and cold crisp winter air"
"517","EVENING_ILOVE","I love the heat and bright sunshine of summer"
"518","EVENING_ILOVE","I love the universe"
"519","EVENING_ILOVE","I love the Divine as it is expressed in the world around me"
"520","EVENING_ILOVE","I love being perfect as I am"
"521","EVENING_ILOVE","I love my face"
"522","EVENING_ILOVE","I love my eyes"
"523","EVENING_ILOVE","I love my stomach"
"524","EVENING_ILOVE","I love my periods"
"525","EVENING_ILOVE","I love my toes"
"526","EVENING_ILOVE","I love every breath I take"
"527","EVENING_ILOVE","I love my fingers"
"528","EVENING_ILOVE","I love my hair"
"529","EVENING_ILOVE","I love my head"
"530","EVENING_ILOVE","I love my ears"
"531","EVENING_ILOVE","I love my teeth"
"532","EVENING_ILOVE","I love being forever"
"533","EVENING_ILOVE","I love being eternal"
"534","EVENING_ILOVE","I love being a Divine song"
"535","EVENING_ILOVE","I love being a Divine story of peace"
"536","EVENING_ILOVE","I love possibility"
"537","EVENING_ILOVE","I love choosing wisely"
"538","EVENING_ILOVE","I love being a miracle today"
"539","EVENING_ILOVE","I love always choosing the best for myself and others"
"540","EVENING_ILOVE","I love being a beautiful dance of consciousness"
"541","EVENING_ILOVE","I love being visible"
"542","EVENING_ILOVE","I love being responsible"
"543","EVENING_ILOVE","I love being a helping hand"
"544","EVENING_ILOVE","I love being a gift"
"545","EVENING_ILOVE","I love sharing my gifts with others"
"546","EVENING_ILOVE","I love receiving gifts from others"
"547","EVENING_ILOVE","I love imagining a world that works for everybody"
"548","EVENING_ILOVE","I love belief"
"549","EVENING_ILOVE","I love faith"
"550","EVENING_ILOVE","I love strength"
"551","EVENING_ILOVE","I love vulnerability"
"552","EVENING_ILOVE","I love all the time I have to do all the things I love"
"553","EVENING_ILOVE","I love being able to do all the things I love"
"554","EVENING_ILOVE","I love my life"
"555","EVENING_ILOVE","I love the food in my refrigerator"
"556","EVENING_ILOVE","I love the fire in my stove"
"557","EVENING_ILOVE","I love the ground I walk on"
"558","EVENING_ILOVE","I love making and experiencing art"
